id,title,genres,overview,keywords,vote_average,year
38365,Grown Ups,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",overweight swing foot convertible arrow,6.0,2010
594,The Terminal,Comedy Drama,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",new york airport marriage proposal translation craftsman stewardess illegal immigration language barrier jfk international airport immigration law fast food restaurant security camera jazz musician saxophonist autograph passport eastern europe friendship,7.0,2004
15189,Hotel for Dogs,Comedy Family,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",adoption puppy pitbull orphan foster home animal lover beagle duringcreditsstinger,5.7,2009
11678,Vertical Limit,Action Adventure Thriller,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.",himalaya pakistan climbing k2 mountaineering karakoram,5.9,2000
6538,Charlie Wilson's War,Comedy Drama History,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",washington d.c. alcohol cia helicopter refugee camp congress cold war ladykiller rocket launcher russian munition war in afghanistan dollar,6.5,2007
10555,Shark Tale,Animation Action Comedy Family,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",fish hero mission of murder threat to death secret love animation shark woman director,5.8,2004
1125,Dreamgirls,Drama,"Three young women – Deena Jones, Effie White and Lorrell Robinson – dream of becoming pop stars and they get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early.",music record manager black people adultery soul show business drug addiction oscar award musical deceived wife recording contract background singer motown the supremes record producer single singer singing detroit alcoholic extramarital affair music band,6.6,2006
4551,Be Cool,Comedy Crime,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music exec on the way.",baseball bat widow recording contract recording studio russian mafia music business night club pawnshop,5.4,2005
612,Munich,Drama Action History Thriller,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",paris assassination israel hotel room 1970s hostage intelligence olympic games munich mossad israeli palestinian beirut ailul al aswad plo bomb constructor baader-meinhof group olympian village revenge,6.9,2005
9567,Tears of the Sun,Action Drama War,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",u.s. army nigeria president,6.4,2003
37821,Killers,Action Comedy Thriller Romance,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",assassin,5.7,2010
203801,The Man from U.N.C.L.E.,Comedy Action Adventure,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",spy cold war remake based on tv series buddy cop russian spy american spy,7.1,2015
2539,Spanglish,Comedy,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",upper class mother single parent parents kids relationship wife husband relationship cook milieu illegal immigration immigrant language barrier family's daily life platonic love deceived husband class society hysteria biography united states–mexico barrier relationship problems class language course single mother daughter relationship american mexican father figure,5.8,2004
9297,Monster House,Animation Comedy Family Fantasy,"Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",monster secret toy children neighbor mission child,6.3,2006
